baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Domain	Phylum	Class	Order	Family	Genus	Species
1.7229835300903715	0.276059836087093	0.5341273827721861	0.5168426951906283	0.6052659730615608	0.8167378191698481	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0186474803617382	-0.01978993885317165	0.4096275077421521	-0.04831203588414479	0.961467562507176	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.030734736904249	0.16835102963328324	0.40851352973745614	0.4121063743995927	0.6802614566965688	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.030743289009815	-0.28635352817701337	0.3966657805898025	-0.7219012634546751	0.47035518442707436	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.054926354200402	-0.48022988288825924	0.38915150841395313	-1.2340434830781206	0.21718670157907086	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
9.766652165351505	1.0609618419280111	0.6320407673747617	1.6786288111363636	0.09322440789074571	0.28216199538553877	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.1849103295998078	-0.14070496948388017	0.42684684247249544	-0.32963807034122955	0.7416734529847124	0.8840332995917575	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.12445266662334	0.8717416285068242	0.386038003891016	2.2581756711003234	0.023934709408905075	0.1081980014375161	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
14.246516886313962	2.298049154521934	0.6481230897880316	3.545698634612	3.915737461667235e-4	0.004746832759653751	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
2.4544624563798663	-0.08653154885685842	0.516266000931393	-0.16761039599885966	0.8668897920854889	0.9372474554874034	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0519034710515787	-0.18289999931605805	0.4112735934827315	-0.44471612623419654	0.6565249138762534	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0277204058609914	-0.10656276863439097	0.40980541879266624	-0.2600326002236308	0.7948386269748831	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.015628873265698	0.042407409474427345	0.4090858056566686	0.10366384970594263	0.9174361157990663	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0488805879027552	-0.09897132665395618	0.4104880944583041	-0.24110644861591554	0.8094726149222037	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.2423451094274522	0.11868826719257848	0.44162794558413193	0.26875171369780965	0.788120753469673	0.9055004401566457	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0942238351351061	-0.17991402354705494	0.41667653187350845	-0.43178343339401676	0.6658988212308097	0.8461655988761144	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.21512953996928	-0.021483699170216662	0.4282776527000939	-0.05016301699323279	0.9599924825955569	0.9821590159833747	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0246975227121682	-0.013424138118853231	0.4098626330305846	-0.0327527738247158	0.9738717390153312	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.012603852090483	-0.08060308875738796	0.40584931705407346	-0.19860348501374658	0.842572927272239	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.269521125397382	0.6018721125958296	0.4457311234332288	1.3503030884626817	0.17691878209119521	0.4271941323665445	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
27.17827523230457	0.45047399607010397	1.3840340297427096	0.3254789885143551	0.7448185824164071	0.8848084108230785	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.015628873265698	-0.007325634015157336	0.4096729877115495	-0.01788166228893595	0.9857332580498206	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.030743289009815	-0.2679034863475252	0.39687615938552506	-0.6750304345877426	0.49965642900255774	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.015628873265698	-0.03072982974929597	0.4096996350958766	-0.07500575328094855	0.9402101343336687	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0277204058609914	-0.30230793480750695	0.39784888833286525	-0.7598561757311666	0.44734055978409304	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.112341891790523	-0.20837911435434034	0.4168559872285329	-0.49988274305413943	0.6171576440820583	0.8252850981196367	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0277204058609914	-0.2753355305255999	0.39798832688063895	-0.6918181060324817	0.48905156464944993	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0246911086329937	-0.22811196720120633	0.399210617672292	-0.5714075655885014	0.5677234018538821	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
