baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Domain	Phylum	Class	Order	Family	Genus	Species
1.8609429287919876	0.2514568524994299	0.3605979042523853	0.6973330946577917	0.48559436141193035	0.9148368084887648	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.026862728917267	0.019251170189412546	0.2913392515837082	0.06607818920644566	0.9473155753849538	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0071211857249658	-2.053811681572709e-4	0.291524112867084	-7.045083377062237e-4	0.9994378837208867	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0071211857249658	-2.053811681572709e-4	0.291524112867084	-7.045083377062237e-4	0.9994378837208867	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0071211857249658	-2.053811681572709e-4	0.291524112867084	-7.045083377062237e-4	0.9994378837208867	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
9.88344033473459	-0.7902000270205276	0.43986956037047337	-1.7964417141185987	0.07242429466431435	0.3250816197646796	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.298308947811407	0.08632959344517051	0.3016681920994567	0.28617400079325755	0.7747448557557991	0.9610032876044291	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.1998118895960945	-0.5659559803357226	0.25884622644664707	-2.186456368728931	0.028782233471051803	0.16966937629651924	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
17.287600895517606	-0.8163122257780215	0.7704513136534848	-1.0595247373997767	0.28936086940918476	0.753249255744539	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.5747931806363828	0.2771489785263791	0.31610542279578446	0.8767612275523263	0.3806163427097549	0.847110011602329	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0812329949061692	0.22952341424787717	0.29242664327287726	0.7848922782104294	0.4325167298026623	0.885663641155463	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0416688863114927	0.09646921617022823	0.2919507558375003	0.3304297531050852	0.7410752631257134	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0071211857249658	-2.053811681572709e-4	0.291524112867084	-7.045083377062237e-4	0.9994378837208867	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0762922076274224	0.08725477386114473	0.29155355020940416	0.29927529196086017	0.7647300053015063	0.9610032876044291	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.3332131461222605	0.28261271515280234	0.3155020797041356	0.8957554746321309	0.3703833749887038	0.8342254940605786	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.1502473738691488	0.24940021039484467	0.3002595769911753	0.8306153392142247	0.4061909665053395	0.8684102509836502	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.209472003446052	0.35621829900203605	0.29929672549873887	1.1901844178496936	0.2339739162239494	0.6646890097429015	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0367335005134175	0.03383406619607282	0.2905596288422059	0.11644448449666446	0.907300281630113	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0071211857249658	-2.053811681572709e-4	0.291524112867084	-7.045083377062237e-4	0.9994378837208867	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.1453119880710734	0.17029180289848944	0.30026105923863855	0.5671458141468374	0.5706151186514532	0.9503764083019903	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
31.142874015910632	-0.4408438304311098	1.051992696216733	-0.4190559801570016	0.6751752207490413	0.9610032876044291	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0219273431191918	0.006691215034266689	0.2914629468545165	0.022957343657156543	0.9816842988030963	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0071211857249658	-2.053811681572709e-4	0.291524112867084	-7.045083377062237e-4	0.9994378837208867	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0219435475612064	0.0077667464483865975	0.29137075843822424	0.02665588849758678	0.9787341964976578	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0071211857249658	-2.053811681572709e-4	0.291524112867084	-7.045083377062237e-4	0.9994378837208867	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
