baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Domain	Phylum	Class	Order	Family	Genus	Species
1.503432920482373	0.3425888180011912	0.3605746210688584	0.9501190543739557	0.3420517623541139	0.6538246235659863	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0046359241810454	8.526789005309021e-4	0.31111667139547167	0.0027407046260373206	0.9978132368307955	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0666514280570143	0.22957219610710008	0.31268494888865905	0.7341965032952265	0.4628289843125417	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0669855487187112	-0.29142119479968037	0.2939292280757303	-0.9914672205535009	0.3214574907816017	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.1293351732563772	-0.42425343066918314	0.29126510419849105	-1.4565886010844036	0.14522997609249144	0.43238924700264497	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
9.575788104305357	0.30373511242620854	0.5011137553716213	0.6061200858494923	0.5444350140268279	0.7791887070201968	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0046359241810454	8.526789005309021e-4	0.31111667139547167	0.0027407046260373206	0.9978132368307955	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0046359241810454	8.526789005309021e-4	0.31111667139547167	0.0027407046260373206	0.9978132368307955	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
9.443462212493666	-0.1706945026655291	0.47640141157708654	-0.35829974159912625	0.7201190114613112	0.8674416604317082	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
3.8405414786597554	-0.1291361412242947	0.42732143754480156	-0.30219907048486355	0.7625003127824539	0.88552784551863	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0046359241810454	8.526789005309021e-4	0.31111667139547167	0.0027407046260373206	0.9978132368307955	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0046359241810454	8.526789005309021e-4	0.31111667139547167	0.0027407046260373206	0.9978132368307955	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0280170333826701	0.01677247953832476	0.310490575425481	0.05401928710828205	0.9569197977859498	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0046359241810454	8.526789005309021e-4	0.31111667139547167	0.0027407046260373206	0.9978132368307955	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0981603609875443	0.21720993028622151	0.31122453408497164	0.6979203324212161	0.4852270180835215	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.0046359241810454	8.526789005309021e-4	0.31111667139547167	0.0027407046260373206	0.9978132368307955	NA	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
1.2224837243184672	0.27353875870105426	0.32020043193634107	0.8542735468746538	0.39295344071491134	0.6809113853657855	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA
